timestamp,energy_demand_kWh,hour,day_of_week,is_weekend,lag_1,lag_24
2011-01-04 02:00:00,239.2742551566082,2,1,0,241.5737203972499,253.04812834224612
2011-01-04 03:00:00,239.2818945760123,3,1,0,239.2742551566082,250.75630252100842
2011-01-04 04:00:00,243.8731856378916,4,1,0,239.2818945760123,256.1038961038961
2011-01-04 05:00:00,241.57372039724982,5,1,0,243.8731856378916,246.9289533995416
2011-01-04 06:00:00,400.8403361344532,6,1,0,241.57372039724982,413.85790679908314
2011-01-04 07:00:00,513.032849503438,7,1,0,400.8403361344532,542.383498854088
2011-01-04 08:00:00,552.345301757066,8,1,0,513.032849503438,556.165011459129
2011-01-04 09:00:00,643.4988540870891,9,1,0,552.345301757066,577.631779984722
2011-01-04 10:00:00,605.1948051948041,10,1,0,643.4988540870891,605.20244461421
2011-01-04 11:00:00,617.456073338426,11,1,0,605.1948051948041,580.68754774637
2011-01-04 12:00:00,609.801375095492,12,1,0,617.456073338426,609.8013750954931
2011-01-04 13:00:00,616.68449197861,13,1,0,609.801375095492,579.923605805959
2011-01-04 14:00:00,587.585943468297,14,1,0,616.68449197861,559.243697478992
2011-01-04 15:00:00,544.690603514133,15,1,0,587.585943468297,560.0
2011-01-04 16:00:00,585.2864782276549,16,1,0,544.690603514133,591.420932009166
2011-01-04 17:00:00,634.316271963331,17,1,0,585.2864782276549,623.590527119939
2011-01-04 18:00:00,633.5446906035149,18,1,0,634.316271963331,625.88999236058
2011-01-04 19:00:00,612.864782276546,19,1,0,633.5446906035149,617.456073338426
2011-01-04 20:00:00,568.42627960275,20,1,0,612.864782276546,584.522536287243
2011-01-04 21:00:00,558.472116119175,21,1,0,568.42627960275,577.624140565317
2011-01-04 22:00:00,425.3399541634834,22,1,0,558.472116119175,448.2734912146674
2011-01-04 23:00:00,256.1038961038962,23,1,0,425.3399541634834,262.2230710466005
2011-01-05 00:00:00,247.7005347593583,0,2,0,256.1038961038962,240.80977845683742
2011-01-05 01:00:00,250.7486631016043,1,2,0,247.7005347593583,241.5737203972499
2011-01-05 02:00:00,244.6447669977083,2,2,0,250.7486631016043,239.2742551566082
2011-01-05 03:00:00,242.3376623376624,3,2,0,244.6447669977083,239.2818945760123
2011-01-05 04:00:00,245.4010695187166,4,2,0,242.3376623376624,243.8731856378916
2011-01-05 05:00:00,240.0458365164248,5,2,0,245.4010695187166,241.57372039724982
2011-01-05 06:00:00,398.2964094728798,6,2,0,240.0458365164248,400.8403361344532
2011-01-05 07:00:00,547.7540106951869,7,2,0,398.2964094728798,513.032849503438
2011-01-05 08:00:00,586.0504201680681,8,2,0,547.7540106951869,552.345301757066
2011-01-05 09:00:00,602.139037433154,9,2,0,586.0504201680681,643.4988540870891
2011-01-05 10:00:00,594.484339190222,10,2,0,602.139037433154,605.1948051948041
2011-01-05 11:00:00,615.156608097784,11,2,0,594.484339190222,617.456073338426
2011-01-05 12:00:00,627.417876241406,12,2,0,615.156608097784,609.801375095492
2011-01-05 13:00:00,609.03743315508,13,2,0,627.417876241406,616.68449197861
2011-01-05 14:00:00,645.034377387319,14,2,0,609.03743315508,587.585943468297
2011-01-05 15:00:00,583.7433155080209,15,2,0,645.034377387319,544.690603514133
2011-01-05 16:00:00,647.349121466768,16,2,0,583.7433155080209,585.2864782276549
2011-01-05 17:00:00,667.2650878533229,17,2,0,647.349121466768,634.316271963331
2011-01-05 18:00:00,669.55691367456,18,2,0,667.2650878533229,633.5446906035149
2011-01-05 19:00:00,651.940412528648,19,2,0,669.55691367456,612.864782276546
2011-01-05 20:00:00,616.692131398014,20,2,0,651.940412528648,568.42627960275
2011-01-05 21:00:00,618.999236058059,21,2,0,616.692131398014,558.472116119175
2011-01-05 22:00:00,422.30710466004564,22,2,0,618.999236058059,425.3399541634834
2011-01-05 23:00:00,273.6822001527883,23,2,0,422.30710466004564,256.1038961038962
2011-01-06 00:00:00,251.52024446142102,0,3,0,273.6822001527883,247.7005347593583
2011-01-06 01:00:00,260.6875477463712,1,3,0,251.52024446142102,250.7486631016043
2011-01-06 02:00:00,262.2154316271964,2,3,0,260.6875477463712,244.6447669977083
2011-01-06 03:00:00,256.1038961038961,3,3,0,262.2154316271964,242.3376623376624
2011-01-06 04:00:00,263.7433155080214,4,3,0,256.1038961038961,245.4010695187166
2011-01-06 05:00:00,254.5760122230711,5,3,0,263.7433155080214,240.0458365164248
2011-01-06 06:00:00,443.1550802139045,6,3,0,254.5760122230711,398.2964094728798
2011-01-06 07:00:00,616.699770817418,7,3,0,443.1550802139045,547.7540106951869
2011-01-06 08:00:00,612.100840336135,8,3,0,616.699770817418,586.0504201680681
2011-01-06 09:00:00,646.5699006875479,9,3,0,612.100840336135,602.139037433154
2011-01-06 10:00:00,651.932773109244,10,3,0,646.5699006875479,594.484339190222
2011-01-06 11:00:00,647.3338426279599,11,3,0,651.932773109244,615.156608097784
2011-01-06 12:00:00,681.0542398777691,12,3,0,647.3338426279599,627.417876241406
2011-01-06 13:00:00,617.463712757831,13,3,0,681.0542398777691,609.03743315508
2011-01-06 14:00:00,639.671504965622,14,3,0,617.463712757831,645.034377387319
2011-01-06 15:00:00,612.09320091673,15,3,0,639.671504965622,583.7433155080209
2011-01-06 16:00:00,649.633307868602,16,3,0,612.09320091673,647.349121466768
2011-01-06 17:00:00,661.122994652407,17,3,0,649.633307868602,667.2650878533229
2011-01-06 18:00:00,687.937356760887,18,3,0,661.122994652407,669.55691367456
2011-01-06 19:00:00,696.37127578304,19,3,0,687.937356760887,651.940412528648
2011-01-06 20:00:00,638.90756302521,20,3,0,696.37127578304,616.692131398014
2011-01-06 21:00:00,619.763177998472,21,3,0,638.90756302521,618.999236058059
2011-01-06 22:00:00,425.36287242169567,22,3,0,619.763177998472,422.30710466004564
2011-01-06 23:00:00,272.9182582123758,23,3,0,425.36287242169567,273.6822001527883
2011-01-07 00:00:00,256.8678380443087,0,4,0,272.9182582123758,251.52024446142102
2011-01-07 01:00:00,263.7433155080214,1,4,0,256.8678380443087,260.6875477463712
2011-01-07 02:00:00,270.6264323911382,2,4,0,263.7433155080214,262.2154316271964
2011-01-07 03:00:00,256.1038961038961,3,4,0,270.6264323911382,256.1038961038961
2011-01-07 04:00:00,270.6187929717341,4,4,0,256.1038961038961,263.7433155080214
2011-01-07 05:00:00,260.6875477463713,5,4,0,270.6187929717341,254.5760122230711
2011-01-07 06:00:00,438.0443086325439,6,4,0,260.6875477463713,443.1550802139045
2011-01-07 07:00:00,539.3277310924381,7,4,0,438.0443086325439,616.699770817418
2011-01-07 08:00:00,563.834988540872,8,4,0,539.3277310924381,612.100840336135
2011-01-07 09:00:00,646.5699006875491,9,4,0,563.834988540872,646.5699006875479
2011-01-07 10:00:00,602.902979373567,10,4,0,646.5699006875491,651.932773109244
2011-01-07 11:00:00,609.801375095492,11,4,0,602.902979373567,647.3338426279599
2011-01-07 12:00:00,661.1306340718099,12,4,0,609.801375095492,681.0542398777691
2011-01-07 13:00:00,647.3338426279611,13,4,0,661.1306340718099,617.463712757831
2011-01-07 14:00:00,622.818945760123,14,4,0,647.3338426279611,639.671504965622
2011-01-07 15:00:00,624.362108479756,15,4,0,622.818945760123,612.09320091673
2011-01-07 16:00:00,615.928189457601,16,4,0,624.362108479756,649.633307868602
2011-01-07 17:00:00,624.354469060351,17,4,0,615.928189457601,661.122994652407
2011-01-07 18:00:00,695.599694423225,18,4,0,624.354469060351,687.937356760887
2011-01-07 19:00:00,675.68372803667,19,4,0,695.599694423225,696.37127578304
2011-01-07 20:00:00,611.3445378151259,20,4,0,675.68372803667,638.90756302521
2011-01-07 21:00:00,602.139037433155,21,4,0,611.3445378151259,619.763177998472
2011-01-07 22:00:00,444.736440030558,22,4,0,602.139037433155,425.36287242169567
2011-01-07 23:00:00,262.21543162719627,23,4,0,444.736440030558,272.9182582123758
2011-01-08 00:00:00,249.9923605805959,0,5,1,262.21543162719627,256.8678380443087
2011-01-08 01:00:00,264.5072574484339,1,5,1,249.9923605805959,263.7433155080214
2011-01-08 02:00:00,258.3957219251337,2,5,1,264.5072574484339,270.6264323911382
2011-01-08 03:00:00,246.9365928189458,3,5,1,258.3957219251337,256.1038961038961
2011-01-08 04:00:00,254.576012223071,4,5,1,246.9365928189458,270.6187929717341
2011-01-08 05:00:00,253.048128342246,5,5,1,254.576012223071,260.6875477463713
2011-01-08 06:00:00,402.8800611153548,6,5,1,253.048128342246,438.0443086325439
2011-01-08 07:00:00,544.682964094728,7,5,1,402.8800611153548,539.3277310924381
2011-01-08 08:00:00,585.294117647058,8,5,1,544.682964094728,563.834988540872
2011-01-08 09:00:00,617.46371275783,9,5,1,585.294117647058,646.5699006875491
2011-01-08 10:00:00,616.699770817418,10,5,1,617.46371275783,602.902979373567
2011-01-08 11:00:00,687.181054239878,11,5,1,616.699770817418,609.801375095492
2011-01-08 12:00:00,645.805958747135,12,5,1,687.181054239878,661.1306340718099
2011-01-08 13:00:00,636.608097784568,13,5,1,645.805958747135,647.3338426279611
2011-01-08 14:00:00,609.801375095493,14,5,1,636.608097784568,622.818945760123
2011-01-08 15:00:00,569.190221543162,15,5,1,609.801375095493,624.362108479756
2011-01-08 16:00:00,604.4385026737971,16,5,1,569.190221543162,615.928189457601
2011-01-08 17:00:00,613.628724216959,17,5,1,604.4385026737971,624.354469060351
2011-01-08 18:00:00,636.623376623377,18,5,1,613.628724216959,695.599694423225
2011-01-08 19:00:00,613.628724216961,19,5,1,636.623376623377,675.68372803667
2011-01-08 20:00:00,593.705118411001,20,5,1,613.628724216961,611.3445378151259
2011-01-08 21:00:00,570.733384262796,21,5,1,593.705118411001,602.139037433155
2011-01-08 22:00:00,415.4010695187173,22,5,1,570.733384262796,444.736440030558
2011-01-08 23:00:00,259.1596638655461,23,5,1,415.4010695187173,262.21543162719627
2011-01-09 00:00:00,236.218487394958,0,6,1,259.1596638655461,249.9923605805959
2011-01-09 01:00:00,245.4087089381209,1,6,1,236.218487394958,264.5072574484339
2011-01-09 02:00:00,244.6447669977083,2,6,1,245.4087089381209,258.3957219251337
2011-01-09 03:00:00,240.8097784568373,3,6,1,244.6447669977083,246.9365928189458
2011-01-09 04:00:00,244.6371275783041,4,6,1,240.8097784568373,254.576012223071
2011-01-09 05:00:00,237.746371275783,5,6,1,244.6371275783041,253.048128342246
2011-01-09 06:00:00,394.72880061115336,6,6,1,237.746371275783,402.8800611153548
2011-01-09 07:00:00,565.3705118411,7,6,1,394.72880061115336,544.682964094728
2011-01-09 08:00:00,556.180290297938,8,6,1,565.3705118411,585.294117647058
2011-01-09 09:00:00,587.585943468296,9,6,1,556.180290297938,617.46371275783
2011-01-09 10:00:00,589.113827349121,10,6,1,587.585943468296,616.699770817418
2011-01-09 11:00:00,627.417876241405,11,6,1,589.113827349121,687.181054239878
2011-01-09 12:00:00,610.5729564553089,12,6,1,627.417876241405,645.805958747135
2011-01-09 13:00:00,606.737967914439,13,6,1,610.5729564553089,636.608097784568
2011-01-09 14:00:00,569.954163483576,14,6,1,606.737967914439,609.801375095493
2011-01-09 15:00:00,577.624140565316,15,6,1,569.954163483576,569.190221543162
2011-01-09 16:00:00,605.974025974026,16,6,1,577.624140565316,604.4385026737971
2011-01-09 17:00:00,641.214667685256,17,6,1,605.974025974026,613.628724216959
2011-01-09 18:00:00,627.417876241406,18,6,1,641.214667685256,636.623376623377
2011-01-09 19:00:00,613.6363636363631,19,6,1,627.417876241406,613.628724216961
2011-01-09 20:00:00,569.205500381972,20,6,1,613.6363636363631,593.705118411001
2011-01-09 21:00:00,563.071046600459,21,6,1,569.205500381972,570.733384262796
2011-01-09 22:00:00,439.86249045072566,22,6,1,563.071046600459,415.4010695187173
2011-01-09 23:00:00,252.2841864018335,23,6,1,439.86249045072566,259.1596638655461
2011-01-10 00:00:00,243.10924369747912,0,0,0,252.2841864018335,236.218487394958
2011-01-10 01:00:00,243.8731856378916,1,0,0,243.10924369747912,245.4087089381209
2011-01-10 02:00:00,242.3376623376624,2,0,0,243.8731856378916,244.6447669977083
2011-01-10 03:00:00,236.218487394958,3,0,0,242.3376623376624,240.8097784568373
2011-01-10 04:00:00,235.4469060351414,4,0,0,236.218487394958,244.6371275783041
2011-01-10 05:00:00,233.9266615737205,5,0,0,235.4469060351414,237.746371275783
2011-01-10 06:00:00,388.3575248281126,6,0,0,233.9266615737205,394.72880061115336
2011-01-10 07:00:00,543.6669213139801,7,0,0,388.3575248281126,565.3705118411
2011-01-10 08:00:00,592.941176470587,8,0,0,543.6669213139801,556.180290297938
2011-01-10 09:00:00,560.007639419405,9,0,0,592.941176470587,587.585943468296
2011-01-10 10:00:00,585.286478227655,10,0,0,560.007639419405,589.113827349121
2011-01-10 11:00:00,589.121466768526,11,0,0,585.286478227655,627.417876241405
2011-01-10 12:00:00,627.42551566081,12,0,0,589.121466768526,610.5729564553089
2011-01-10 13:00:00,632.780748663102,13,0,0,627.42551566081,606.737967914439
2011-01-10 14:00:00,618.99923605806,14,0,0,632.780748663102,569.954163483576
2011-01-10 15:00:00,556.94423223835,15,0,0,618.99923605806,577.624140565316
2011-01-10 16:00:00,625.88999236058,16,0,0,556.94423223835,605.974025974026
2011-01-10 17:00:00,625.882352941175,17,0,0,625.88999236058,641.214667685256
2011-01-10 18:00:00,620.519480519481,18,0,0,625.882352941175,627.417876241406
2011-01-10 19:00:00,620.527119938884,19,0,0,620.519480519481,613.6363636363631
2011-01-10 20:00:00,577.631779984721,20,0,0,620.527119938884,569.205500381972
2011-01-10 21:00:00,552.337662337662,21,0,0,577.631779984721,563.071046600459
2011-01-10 22:00:00,403.1550802139034,22,0,0,552.337662337662,439.86249045072566
2011-01-10 23:00:00,257.6317799847212,23,0,0,403.1550802139034,252.2841864018335
2011-01-11 00:00:00,249.2284186401834,0,1,0,257.6317799847212,243.10924369747912
2011-01-11 01:00:00,256.1038961038961,1,1,0,249.2284186401834,243.8731856378916
2011-01-11 02:00:00,253.8120702826585,2,1,0,256.1038961038961,242.3376623376624
2011-01-11 03:00:00,249.9923605805959,3,1,0,253.8120702826585,236.218487394958
2011-01-11 04:00:00,255.3323147440795,4,1,0,249.9923605805959,235.4469060351414
2011-01-11 05:00:00,251.5126050420168,5,1,0,255.3323147440795,233.9266615737205
2011-01-11 06:00:00,422.7578304048888,6,1,0,251.5126050420168,388.3575248281126
2011-01-11 07:00:00,570.733384262797,7,1,0,422.7578304048888,543.6669213139801
2011-01-11 08:00:00,583.75859434683,8,1,0,570.733384262797,592.941176470587
2011-01-11 09:00:00,576.096256684493,9,1,0,583.75859434683,560.007639419405
2011-01-11 10:00:00,584.522536287243,10,1,0,576.096256684493,585.286478227655
2011-01-11 11:00:00,652.70435446906,11,1,0,584.522536287243,589.121466768526
2011-01-11 12:00:00,646.569900687548,12,1,0,652.70435446906,627.42551566081
2011-01-11 13:00:00,652.696715049656,13,1,0,646.569900687548,632.780748663102
2011-01-11 14:00:00,592.948815889993,14,1,0,652.696715049656,618.99923605806
2011-01-11 15:00:00,651.168831168831,15,1,0,592.948815889993,556.94423223835
2011-01-11 16:00:00,609.03743315508,16,1,0,651.168831168831,625.88999236058
2011-01-11 17:00:00,645.813598166539,17,1,0,609.03743315508,625.882352941175
2011-01-11 18:00:00,655.003819709703,18,1,0,645.813598166539,620.519480519481
2011-01-11 19:00:00,685.637891520245,19,1,0,655.003819709703,620.527119938884
2011-01-11 20:00:00,609.8013750954931,20,1,0,685.637891520245,577.631779984721
2011-01-11 21:00:00,590.6493506493509,21,1,0,609.8013750954931,552.337662337662
2011-01-11 22:00:00,398.5943468296411,22,1,0,590.6493506493509,403.1550802139034
2011-01-11 23:00:00,256.8678380443087,23,1,0,398.5943468296411,257.6317799847212
2011-01-12 00:00:00,241.5813598166541,0,2,0,256.8678380443087,249.2284186401834
2011-01-12 01:00:00,246.9365928189458,1,2,0,241.5813598166541,256.1038961038961
2011-01-12 02:00:00,243.8731856378916,2,2,0,246.9365928189458,253.8120702826585
2011-01-12 03:00:00,234.6829640947288,3,2,0,243.8731856378916,249.9923605805959
2011-01-12 04:00:00,247.7005347593583,4,2,0,234.6829640947288,255.3323147440795
2011-01-12 05:00:00,246.92895339954168,5,2,0,247.7005347593583,251.5126050420168
2011-01-12 06:00:00,452.368220015279,6,2,0,246.92895339954168,422.7578304048888
2011-01-12 07:00:00,684.873949579832,7,2,0,452.368220015279,570.733384262797
2011-01-12 08:00:00,727.7769289534,8,2,0,684.873949579832,583.75859434683
2011-01-12 09:00:00,648.8693659281901,9,2,0,727.7769289534,576.096256684493
2011-01-12 10:00:00,619.755538579068,10,2,0,648.8693659281901,584.522536287243
2011-01-12 11:00:00,643.506493506493,11,2,0,619.755538579068,652.70435446906
2011-01-12 12:00:00,622.818945760122,12,2,0,643.506493506493,646.569900687548
2011-01-12 13:00:00,649.640947288006,13,2,0,622.818945760122,652.696715049656
2011-01-12 14:00:00,645.805958747136,14,2,0,649.640947288006,592.948815889993
2011-01-12 15:00:00,593.712757830405,15,2,0,645.805958747136,651.168831168831
2011-01-12 16:00:00,605.2024446142091,16,2,0,593.712757830405,609.03743315508
2011-01-12 17:00:00,674.1558441558441,17,2,0,605.2024446142091,645.813598166539
2011-01-12 18:00:00,665.721925133691,18,2,0,674.1558441558441,655.003819709703
2011-01-12 19:00:00,665.729564553094,19,2,0,665.721925133691,685.637891520245
2011-01-12 20:00:00,615.928189457601,20,2,0,665.729564553094,609.8013750954931
2011-01-12 21:00:00,586.822001527883,21,2,0,615.928189457601,590.6493506493509
2011-01-12 22:00:00,394.7669977081748,22,2,0,586.822001527883,398.5943468296411
2011-01-12 23:00:00,238.5103132161956,23,2,0,394.7669977081748,256.8678380443087
2011-01-13 00:00:00,223.98777692895328,0,3,0,238.5103132161956,241.5813598166541
2011-01-13 01:00:00,233.9266615737205,1,3,0,223.98777692895328,246.9365928189458
2011-01-13 02:00:00,233.9190221543162,2,3,0,233.9266615737205,243.8731856378916
2011-01-13 03:00:00,233.1550802139038,3,3,0,233.9190221543162,234.6829640947288
2011-01-13 04:00:00,233.1550802139038,4,3,0,233.1550802139038,247.7005347593583
2011-01-13 05:00:00,227.04354469060348,5,3,0,233.1550802139038,246.92895339954168
2011-01-13 06:00:00,403.6516424751723,6,3,0,227.04354469060348,452.368220015279
2011-01-13 07:00:00,547.7463712757831,7,3,0,403.6516424751723,684.873949579832
2011-01-13 08:00:00,530.129870129871,8,3,0,547.7463712757831,727.7769289534
2011-01-13 09:00:00,596.01986249045,9,3,0,530.129870129871,648.8693659281901
2011-01-13 10:00:00,713.2238349885411,10,3,0,596.01986249045,619.755538579068
2011-01-13 11:00:00,643.49885408709,11,3,0,713.2238349885411,643.506493506493
2011-01-13 12:00:00,654.232238349886,12,3,0,643.49885408709,622.818945760122
2011-01-13 13:00:00,646.569900687547,13,3,0,654.232238349886,649.640947288006
2011-01-13 14:00:00,612.864782276547,14,3,0,646.569900687547,645.805958747136
2011-01-13 15:00:00,588.357524828113,15,3,0,612.864782276547,593.712757830405
2011-01-13 16:00:00,644.278074866311,16,3,0,588.357524828113,605.2024446142091
2011-01-13 17:00:00,648.097784568374,17,3,0,644.278074866311,674.1558441558441
2011-01-13 18:00:00,643.514132925897,18,3,0,648.097784568374,665.721925133691
2011-01-13 19:00:00,668.7929717341481,19,3,0,643.514132925897,665.729564553094
2011-01-13 20:00:00,622.826585179526,20,3,0,668.7929717341481,615.928189457601
2011-01-13 21:00:00,579.159663865546,21,3,0,622.826585179526,586.822001527883
2011-01-13 22:00:00,441.3980137509552,22,3,0,579.159663865546,394.7669977081748
2011-01-13 23:00:00,259.9236058059587,23,3,0,441.3980137509552,238.5103132161956
2011-01-14 00:00:00,242.3376623376624,0,4,0,259.9236058059587,223.98777692895328
2011-01-14 01:00:00,247.7005347593583,1,4,0,242.3376623376624,233.9266615737205
2011-01-14 02:00:00,243.8731856378916,2,4,0,247.7005347593583,233.9190221543162
2011-01-14 03:00:00,239.2818945760123,3,4,0,243.8731856378916,233.1550802139038
2011-01-14 04:00:00,242.3453017570665,4,4,0,239.2818945760123,233.1550802139038
2011-01-14 05:00:00,236.218487394958,5,4,0,242.3453017570665,227.04354469060348
2011-01-14 06:00:00,395.2406417112302,6,4,0,236.218487394958,403.6516424751723
2011-01-14 07:00:00,537.020626432392,7,4,0,395.2406417112302,547.7463712757831
2011-01-14 08:00:00,569.969442322384,8,4,0,537.020626432392,530.129870129871
2011-01-14 09:00:00,636.615737203973,9,4,0,569.969442322384,596.01986249045
2011-01-14 10:00:00,591.413292589763,10,4,0,636.615737203973,713.2238349885411
2011-01-14 11:00:00,620.527119938884,11,4,0,591.413292589763,643.49885408709
2011-01-14 12:00:00,688.708938120702,12,4,0,620.527119938884,654.232238349886
2011-01-14 13:00:00,633.559969442322,13,4,0,688.708938120702,646.569900687547
2011-01-14 14:00:00,629.724980901452,14,4,0,633.559969442322,612.864782276547
2011-01-14 15:00:00,605.20244461421,15,4,0,629.724980901452,588.357524828113
2011-01-14 16:00:00,639.679144385027,16,4,0,605.20244461421,644.278074866311
2011-01-14 17:00:00,680.275019098549,17,4,0,639.679144385027,648.097784568374
2011-01-14 18:00:00,704.033613445378,18,4,0,680.275019098549,643.514132925897
2011-01-14 19:00:00,670.320855614974,19,4,0,704.033613445378,668.7929717341481
2011-01-14 20:00:00,635.85179526356,20,4,0,670.320855614974,622.826585179526
2011-01-14 21:00:00,617.46371275783,21,4,0,635.85179526356,579.159663865546
2011-01-14 22:00:00,489.075630252102,22,4,0,617.46371275783,441.3980137509552
2011-01-14 23:00:00,331.7876241405654,23,4,0,489.075630252102,259.9236058059587
2011-01-15 00:00:00,307.318563789152,0,5,1,331.7876241405654,242.3376623376624
2011-01-15 01:00:00,314.1940412528648,1,5,1,307.318563789152,247.7005347593583
2011-01-15 02:00:00,312.6661573720396,2,5,1,314.1940412528648,243.8731856378916
2011-01-15 03:00:00,308.0825057295645,3,5,1,312.6661573720396,239.2818945760123
2011-01-15 04:00:00,312.66615737203983,4,5,1,308.0825057295645,242.3453017570665
2011-01-15 05:00:00,298.9152024446143,5,5,1,312.66615737203983,236.218487394958
2011-01-15 06:00:00,458.4873949579834,6,5,1,298.9152024446143,395.2406417112302
2011-01-15 07:00:00,615.928189457601,7,5,1,458.4873949579834,537.020626432392
2011-01-15 08:00:00,596.7685255920541,8,5,1,615.928189457601,569.969442322384
2011-01-15 09:00:00,652.70435446906,9,5,1,596.7685255920541,636.615737203973
2011-01-15 10:00:00,652.696715049657,10,5,1,652.70435446906,591.413292589763
2011-01-15 11:00:00,646.569900687547,11,5,1,652.696715049657,620.527119938884
2011-01-15 12:00:00,622.826585179526,12,5,1,646.569900687547,688.708938120702
2011-01-15 13:00:00,606.737967914439,13,5,1,622.826585179526,633.559969442322
2011-01-15 14:00:00,589.885408708938,14,5,1,606.737967914439,629.724980901452
2011-01-15 15:00:00,579.915966386555,15,5,1,589.885408708938,605.20244461421
2011-01-15 16:00:00,625.118411000764,16,5,1,579.915966386555,639.679144385027
2011-01-15 17:00:00,620.527119938884,17,5,1,625.118411000764,680.275019098549
2011-01-15 18:00:00,650.397249809014,18,5,1,620.527119938884,704.033613445378
2011-01-15 19:00:00,621.291061879297,19,5,1,650.397249809014,670.320855614974
2011-01-15 20:00:00,567.669977081742,20,5,1,621.291061879297,635.85179526356
2011-01-15 21:00:00,557.700534759359,21,5,1,567.669977081742,617.46371275783
2011-01-15 22:00:00,432.2154316271962,22,5,1,557.700534759359,489.075630252102
2011-01-15 23:00:00,270.62643239113834,23,5,1,432.2154316271962,331.7876241405654
